,index,SMILES,atÊýÄ¿,RT,Speed,i-PrOH_proportion,Literature,Column
6339,3284,Brc1ccc(/C=C/[C@@H](OCc2ccccc2)c3ccc(Br)cc3)cc1,2,35.622,1,0.02,10.1039/C4CC03920C,OJH
6341,3285,C[C@@H](C#Cc1ccn2nccc2n1)c3ccccc3,2,54.8,0.3,0.05,10.1038/s41557/019/0346/2,AD3
6343,3286,CO[P](=O)(OC)C1=NNC(C#N)(C#N)[C@@]12C(=O)Nc3cc(Br)ccc23,2,17.44,0.5,0.2,10.1021/acs.orglett.5b00311,IA
6345,3287,C=C([C@@H](C#C)c1ccc(cc1)c2ccccc2)C(=O)OCc3ccccc3,2,55.8,0.5,0.01,10.1021/jacs.7b08207,OD
6348,3288,O=[S]1(=O)[C@@H](Cc2ccccc12)c3ccc4ccccc4c3,2,52.5,1,0.15,10.1039/C8SC05397A,ODH
6350,3289,CC(C)COc1ccc(cc1C#N)c2sc(C(=O)O[C@@H](CCCCC#N)\C=C\c3ccccc3)c(C)n2,2,52.58,1,0.4,10.1021/jacs.1c06535,AZ
6353,3291,COc1ccc(cc1)[C@@H](C)C[S](=O)(=O)c2ccc(C)cc2,2,52.65,1,0.04,10.1039/C8QO01291A,AD
6355,3292,CC(C)COc1ccc(cc1C#N)c2sc(C(=O)O[C@@H](CCCCC#N)\C=C\c3ccccc3)c(C)n2,2,52.69,1,0.4,10.1002/anie.202110084,AZ
6357,3293,COC(=O)c1ccc(C[C@@]23CCCN2C(=O)CCC3=O)cc1,2,52.72,1,0.15,10.1002/anie.202107909,IF3
6358,3294,O[C@@H](C[N+]([O-])=O)c1occc1,2,55.511,0.5,0.05,10.1039/C2CC31907A,ADH
6361,3295,CCOC(=O)C[C@@H]1Nc2cc(F)ccc2OC1=O,2,52.9,0.5,0.03,10.1039/c9ra02694k,ODH
6363,3296,COc1c(C)c2COC(=O)c2c(O)c1C\C=C(C)\CCC(=O)O[C@@H](CCCCC#N)\C=C\c3ccccc3,2,53.64,1,0.2,10.1002/anie.202110084,AZ
6364,3297,CO[P](=O)(OC)C(=[N+]=[N-])[C@@]1(NC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(OC(F)(F)F)cc12,2,46.107,0.5,0.06,10.1021/acs.orglett.6b02095,IA
6367,3298,Fc1ccc(cc1)[C@@H](CC(=O)c2ccccc2)C#N,2,54.02,0.5,0.1,10.1038/s41467/021/22127/x,AZ
6368,3299,CC(C)OC(=O)[C@@]1(CC(=NN1)C(=O)N2CCOC2=O)c3ccccc3,2,48.463,0.5,0.2,10.1002/adsc.201900679,ODH
6371,3300,Fc1ccc2n(Cc3ccccc3)c4COC[C@@H](CC=O)c4c2c1,2,54.6,1,0.15,10.1021/ol0703130,ADH
6373,3301,CC(C)(NC(=O)C[C@@H](CCc1ccccc1)c2ccccc2)c3ccccn3,2,54.8,0.7,0.05,10.1002/anie.201804197,OJH
6375,3302,Clc1ccc(cc1)[C@@H]2C[S](=O)(=O)c3ccccc23,2,54.8,1,0.2,10.1039/C8SC05397A,ASH
6377,3303,Cc1ccc(cc1)[S](=O)(=O)n2c(cc3ccccc23)[C@@H](CC(=O)c4ccccc4)C#N,2,54.96,1,0.2,10.1038/s41467/021/22127/x,OD
6380,3305,Clc1cccc(c1)[C@@H]2CO[S](=O)(=O)N2,2,55.2,1,0.2,10.1002/adsc.201801566,OJH
6382,3306,CC(C)(C)[Si](C)(C)OC[C@@H](C#N)C#Cc1ccccc1,2,55.27,0.3,0,10.1021/jacs.9b02338,AD
6384,3307,O[C@@H](CCl)c1ccc(F)cc1,2,55.3,1,0.01,10.1002/adsc.201800267,OJH
6385,3308,C[S](=O)(=O)c1ccc(C[C@@]2(CC3(CC3)CN2C(=O)Nc4cccc(c4)C(F)(F)F)c5ccccc5)cc1,2,73.8,0.7,0.15,10.6023/A18100413,OZ3
6388,3309,COc1ccc(cc1)[C@@H]2C[S](=O)(=O)c3ccccc23,2,55.4,1,0.2,10.1039/C8SC05397A,ASH
6390,3310,OC[C@@H]1COc2ccccc2O1,2,55.46,1,0.03,10.1039/C8QO00805A,OD
6392,3311,CC1(C)CN2CC(F)(F)C[C@@]2(C1)c3ccccc3,2,55.48,0.1,0,10.1038/ncomms14841,OJ3
6393,3312,CCOC(=O)C1=C(N)Oc2ccc(OC)cc2[C@@H]1C[N+]([O-])=O,2,45.4,1,0.333333,10.1039/C2CC30731F,OJH
6395,3313,Fc1cccc(c1)[C@@H]2C[S](=O)(=O)c3ccccc23,2,33.1,1,0.2,10.1021/acs.orglett.0c03723,ASH
6397,3314,CO[P](=O)(OC)C1=NNC(C#N)(C#N)[C@@]12C(=O)Nc3cc(Cl)ccc23,2,16.326,0.5,0.2,10.1021/acs.orglett.5b00311,IA
6399,3315,N[C@H](C[C@](O)(CC(F)(F)F)c1ccccc1)c2ccccc2,2,22.3,0.8,0.1,10.1002/anie.201804315,ODH
6402,3316,Cc1cccc(c1)[C@@H]2Cc3ccccc3[S]2(=O)=O,2,56.9,1,0.1,10.1039/C8SC05397A,ADH
6403,3317,O=[S]1(=O)C[C@@H](c2ccccc2)c3ccccc13,2,37.8,1,0.2,10.1021/acs.orglett.0c03723,ASH
6406,3318,CCOC(=O)[C@@]1(CC(=C(NC(=O)c2ccccc2)C(=O)O1)c3ccccc3)c4ccc(C)cc4,2,57.4,1,0.5,10.1039/C6QO00018E,ADH
6407,3319,COc1cccc(c1)[C@@H]2C[S](=O)(=O)c3ccccc23,2,40.3,1,0.2,10.1021/acs.orglett.0c03723,ASH
6410,3320,Clc1cccc(c1)[C@@H]2CO[S](=O)(=O)N2,2,57.5,1,0.2,10.1016/j.isci.2019.07.004,OJH
6412,3321,CC1(C)OB(OC1(C)C)c2ccc(cc2)[C@@H](CC(=O)c3ccccc3)C#N,2,58.23,1,0.05,10.1038/s41467/021/22127/x,AZ
6414,3322,CC(C)=C[C@@H](c1ccc(C)cc1)[S](=O)(=O)c2ccc(C)cc2,2,58.4,0.8,0.02,10.1002/anie.201804891,ADH
6416,3323,CC1(C)CN(C(=O)Nc2ccc(Cl)cc2)[C@@](Cc3ccc(cc3)[S](C)(=O)=O)(C1)c4ccccc4,2,58.9,0.7,0.1,10.6023/A18100413,IB
6417,3324,CC(=C)OC(=O)O[C@@H](c1ccccc1)c2cn(c3ccccc23)[S](=O)(=O)C(F)(F)F,2,51.6,0.2,0.002,10.1021/acs.orglett.8b00169,AD
6419,3325,C=C([C@@H](C#C)c1occc1)C(=O)OCc2ccccc2,2,44.25,0.5,0.01,10.1021/jacs.7b08207,OJ
6421,3326,O=[S]1(=O)C[C@@H](c2ccc3ccccc3c2)c4ccccc14,2,38.5,1,0.2,10.1021/acs.orglett.0c03723,ASH
6424,3327,CC(C)=C[C@@H](c1ccc(cc1)[N+]([O-])=O)[S](=O)(=O)c2ccc(C)cc2,2,59.3,1,0.1,10.1002/anie.201804891,ADH
6426,3328,COc1ccc(cc1)[C@@H](O)C[S](C)(=O)=O,2,60,1,0.2,10.1039/c8ob02923g,OJH
6428,3329,COc1ccc(cc1)[C@@H]2CO[S](=O)(=O)N2,2,60.2,1,0.2,10.1002/adsc.201801566,OJH
6430,3330,COc1ccc(cc1)[C@@H](O)CCCC(=O)Nc2ccccc2,2,60.6,1,0.1,10.1039/C8QO00307F,ASH
6431,3331,CC(C)OC(=O)[C@@]1(CC(=NN1)C(=O)N2CCOC2=O)c3ccc(Br)cc3,2,51.737,0.5,0.2,10.1002/adsc.201900679,ODH
6433,3332,Clc1ccc(cc1)[C@@H]2C[S](=O)(=O)c3ccccc23,2,52.4,1,0.2,10.1021/acs.orglett.0c03723,ASH
6436,3333,COC(=O)c1ccc(cc1)C(=O)O[C@@H](CCC2(CCN(CC2)C(=O)OC(C)(C)C)CC#N)\C=C\c3ccccc3,2,62.08,1,0.5,10.1002/anie.202110084,AZ
6438,3334,CC#CC[C@@]12CCCN1C(=O)CCC2=O,2,62.19,1,0.05,10.1002/anie.202107909,IF3
6439,3335,CC(=O)c1ccccc1C(=O)O[C@@H](C(=O)NC2CCCCC2)c3cccc(c3)[N+]([O-])=O,2,29.4,1,0.3,10.1021/jacs.5b09117,IC
6442,3336,COC(=O)c1ccc(cc1)C(=O)O[C@@H](CCC2(CC#N)CN(C2)C(=O)OC(C)(C)C)\C=C\c3ccccc3,2,62.99,1,0.4,10.1002/anie.202110084,AZ
6444,3337,COc1ccc(cc1)[C@@H]2CO[S](=O)(=O)N2,2,63.4,1,0.2,10.1016/j.isci.2019.07.004,OJH
6446,3338,C[C@@H](c1cccc(c1)C(C)=O)c2cn(nn2)[S](=O)(=O)c3ccc(C)cc3,2,63.56,0.4,0.1,10.1038/s41557/019/0346/2,OD3
6447,3339,Clc1cccc(c1)[C@@H]2C[S](=O)(=O)c3ccccc23,2,35.7,1,0.2,10.1021/acs.orglett.0c03723,ASH
6449,3340,O=C1OCCC[C@@H]1Cc2ccc3ccccc3c2,2,58.5,1,0.1,10.1039/C9OB02536G,OJH
6452,3341,N#CCCCC[C@@H](C#N)c1ccc2OCOc2c1,2,65.44,1,0.05,10.1038/s41467/021/22127/x,AD
6454,3342,CC1(C)CN(C(=O)Nc2ccc(F)cc2)[C@@](Cc3ccc(cc3)[S](C)(=O)=O)(C1)c4ccccc4,2,66.7,0.7,0.1,10.6023/A18100413,IB
6456,3343,O=C(O[C@@H](CCCC#N)\C=C\c1ccccc1)c2ccc3ccccc3c2,2,66.78,1,0.1,10.1021/jacs.1c06535,AZ
6457,3344,CC(=O)C[C@@H](c1ccccc1)c2c[nH]c3ccccc23,2,73.2,0.5,0.05,10.1021/acs.orglett.8b00169,ADH
6459,3345,COc1cccc(NC(=O)N2CC(C)(C)C[C@@]2(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c3ccccc3)c1,2,12.06,0.4,0.1,10.1038/ncomms14841,OD3
6462,3346,Brc1cccc(c1)[C@@H]2CO[S](=O)(=O)N2,2,68,1,0.2,10.1002/adsc.201801566,OJH
6464,3347,COC(=O)c1ccccc1C(=O)O[C@@H](CCCCC#N)\C=C\c2ccccc2,2,68.09,1,0.2,10.1002/anie.202110084,AZ
6465,3348,FC(F)(F)c1cccc(NC(=O)N2CC3(CCCCCC3)C[C@@]2(CN4CCOCC4)c5ccccc5)c1,2,72.88,0.4,0.05,10.1016/j.chempr.2017.10.008,IA
6468,3349,COC(=O)c1ccc(cc1)[C@@H]2COC(=O)N2,2,68.8,1,0.1,10.1021/acscatal.0c02569,ODH
6470,3350,COC(=O)[C@@]1(CC(=C(NC(=O)c2ccccc2)C(=O)O1)c3ccccc3)\C=C\c4ccccc4,2,69,1,0.3,10.1039/C6QO00018E,ADH
6471,3351,CCOC(=O)N[C@@]1(C(=O)N(C)c2ccc(Cl)cc12)C(=[N+]=[N-])[P](=O)(OC)OC,2,60.102,0.5,0.06,10.1021/acs.orglett.6b02095,IA
6473,3352,Fc1ccc(cc1)[C@@H]2C[S](=O)(=O)c3ccccc23,2,48.9,1,0.2,10.1021/acs.orglett.0c03723,ASH
6476,3353,Cc1ccc(cc1)[S](=O)(=O)N2CCC[C@@H](CC2=O)c3ccccc3,2,70.5,1,0.05,10.1039/C8OB02231C,ADH
6478,3354,FC(F)(F)c1ccc(cc1)[C@@H](CCCCC#N)C#N,2,70.53,0.5,0.1,10.1038/s41467/021/22127/x,AS
6480,3355,Cc1ccc(cc1)C(=O)O[C@@H](CCC2(CCN(CC2)C(=O)OC(C)(C)C)CC#N)\C=C\c3ccccc3,2,70.58,1,0.5,10.1021/jacs.1c06535,AZ
6481,3356,CCOC(=O)N[C@@]1(C(=O)N(C)c2ccc(Br)cc12)C(=[N+]=[N-])[P](=O)(OC)OC,2,62.705,0.5,0.06,10.1021/acs.orglett.6b02095,IA
6484,3357,CC1(C)CN(C(=O)Nc2ccc(Br)cc2)[C@@](Cc3ccc(cc3)[S](C)(=O)=O)(C1)c4ccccc4,2,71.3,0.4,0.05,10.6023/A18100413,IB
6485,3358,COc1ccc(C[C@@H](CC(=O)NC(C)(C)c2ccccn2)c3ccc(cc3)C(C)=O)cc1,2,62,0.5,0.2,10.1002/anie.201804197,ADH
6488,3359,COc1ccccc1[C@@H](CCCCC#N)C#N,2,71.52,0.25,0.2,10.1038/s41467/021/22127/x,OD
6490,3360,CC(C)(C)c1ccc(cc1)C(=O)C[C@@H](C#N)c2ccccc2,2,72.49,0.5,0.05,10.1038/s41467/021/22127/x,AS
6492,3361,CCC[C@@H]1C[S](=O)(=O)c2ccccc12,2,73.2,0.3,0.05,10.1039/C8SC05397A,ADH
6493,3362,CC(=O)C[C@@H](c1ccccc1)c2cn(c3cc(Cl)ccc23)[S](=O)(=O)C(F)(F)F,2,40.8,0.5,0.02,10.1021/acs.orglett.8b00169,OD
6496,3363,CCOC(=O)[C@@]1(CC(=C(NC(=O)c2ccccc2)C(=O)O1)c3ccccc3)c4ccc(Br)cc4,2,73.7,1,0.5,10.1039/C6QO00018E,ADH
6498,3364,COC(=O)[C@@H]1COc2cc(ccc2O1)C(C)=O,2,74,1,0.02,10.1021/acs.orglett.8b01469,ODH
6499,3365,CO[P](=O)(OC)C1=NNC(C#N)(C#N)[C@@]12C(=O)Nc3ccc(I)cc23,2,24.853,0.5,0.2,10.1021/acs.orglett.5b00311,IA
6502,3366,O=[S]1(=O)[C@@H](Cc2ccccc12)c3ccccc3,2,74.7,1,0.2,10.1039/C8SC05397A,ASH
6504,3367,COC(=O)c1ccc(cc1)C(=O)O[C@@H](CC(C)CCC#N)\C=C\c2ccccc2,2,75.33,0.3,0.3,10.1002/anie.202110084,AZ
6505,3368,CO[P](=O)(OC)C1=NNC(C#N)(C#N)[C@@]12C(=O)Nc3ccc(Br)cc23,2,18.691,0.5,0.2,10.1021/acs.orglett.5b00311,IA
6507,3369,CO[P](=O)(OC)C1=NNC(C#N)(C#N)[C@@]12C(=O)Nc3ccc(F)cc23,2,15.595,0.5,0.2,10.1021/acs.orglett.5b00311,IA
6509,3370,CCOC(=O)N[C@@]1(C(=O)N(C)c2ccc(I)cc12)C(=[N+]=[N-])[P](=O)(OC)OC,2,65.552,0.5,0.06,10.1021/acs.orglett.6b02095,IA
6511,3371,CO[P](=O)(OC)C1=NNC(C#N)(C#N)[C@@]12C(=O)Nc3ccc(Cl)cc23,2,17.009,0.5,0.2,10.1021/acs.orglett.5b00311,IA
6514,3372,CC1(COC1)C(=O)O[C@@H](CCCCC#N)\C=C\c2ccccc2,2,76.41,0.5,0.01,10.1002/anie.202110084,AD
6515,3373,CCOC(=O)N[C@@]1(C(=O)N(C)c2cc(Br)ccc12)C(=[N+]=[N-])[P](=O)(OC)OC,2,50.988,0.5,0.06,10.1021/acs.orglett.6b02095,IA
6517,3374,COc1ccc2NC(=O)[C@@]3(c2c1)C(=NNC3(C#N)C#N)[P](=O)(OC)OC,2,18.213,0.5,0.2,10.1021/acs.orglett.5b00311,IA
6520,3375,Cn1c2COC[C@@H](CC=O)c2c3cccc(Cl)c13,2,77.8,1,0.1,10.1021/ol0703130,ADH
6521,3376,CCOC(=O)C1=C(N)Oc2c(Br)cc(Br)cc2[C@@H]1C[N+]([O-])=O,2,69.6,1,0.058824,10.1039/C2CC30731F,ASH
6524,3378,COc1ccc(cc1)[C@@H]2C[S](=O)(=O)c3ccccc23,2,54,1,0.2,10.1021/acs.orglett.0c03723,ASH
6527,3379,O[C@@H](CCCC(=O)Nc1ccccc1)c2ccc(Cl)cc2,2,80.9,1,0.05,10.1039/C8QO00307F,ASH
6529,3380,O[C@@H](CC(=O)Nc1ccccc1)c2ccccc2,2,82.5,0.5,0.05,10.1039/C8QO00307F,ODH
6530,3381,COc1ccc2cc(ccc2c1)[C@@H](C)C(O)=O,2,97.2,0.8,0.03,10.1038/s41467/020/17057/z,OJ3
6533,3382,CC[C@@H]1C[S](=O)(=O)c2ccccc12,2,87.2,0.3,0.05,10.1039/C8SC05397A,ADH
6534,3383,CC(=O)C[C@@H](c1ccc(F)cc1)c2cn(c3ccccc23)[S](=O)(=O)C(F)(F)F,2,77.7,0.2,0.01,10.1021/acs.orglett.8b00169,OD
6536,3384,CO[P](=O)(OC)C(=[N+]=[N-])[C@@]1(NC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(I)cc12,2,80.203,0.5,0.06,10.1021/acs.orglett.6b02095,IA
6538,3385,COc1ccc(cc1OC)[C@@H]2C[S](=O)(=O)c3ccccc23,2,75,1,0.2,10.1021/acs.orglett.0c03723,ASH
6541,3386,C[C@@H](CC(=O)c1ccc(F)cc1)[S](=O)(=O)c2ccccc2,2,100.2,1,0.05,10.1021/acs.orglett.0c03517,OJH
6543,3387,CC[C@@H](C#N)C#Cc1ccc(cc1)C#N,2,102.45,0.5,0.1,10.1021/jacs.9b02338,AS
6546,3389,O=C(NC(CC[C@@H](C#N)c1ccc(cc1)c2ccccc2)CC#N)OCc3ccccc3,2,107.74,0.5,0.1,10.1038/s41467/021/22127/x,AD
6547,3390,CO[P](=O)(OC)C(=[N+]=[N-])[C@@]1(NC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(cc12)[N+]([O-])=O,2,96.246,0.5,0.06,10.1021/acs.orglett.6b02095,IA
6549,3391,CCOC(=O)C1=C(N)Oc2ccc(Br)cc2[C@@H]1C[N+]([O-])=O,2,111.2,1,0.111111,10.1039/C2CC30731F,OJH
6551,3392,CCOC(=O)C1=C(N)Oc2c(Cl)cc(Cl)cc2[C@@H]1C[N+]([O-])=O,2,115.5,1,0.032258,10.1039/C2CC30731F,ASH
6554,3393,COc1ccc(cc1)[C@@H](O)C[S](=O)(=O)c2ccccc2,2,141.1,0.5,0.1,10.1039/c8ob02923g,ADH
6555,3394,CC(CCCC#N)[C@@H](OC(=O)c1ccc(C)cc1)\C(C)=C\c2ccccc2,2,70.57,0.5,0.05,10.1021/jacs.1c06535,IC
6557,3395,CC(CCCC#N)[C@@H](OC(=O)c1ccc(C)cc1)\C=C\c2ccccc2,2,111.08,0.5,0.05,10.1021/jacs.1c06535,IC
6562,3398,CCCC[C@@]1(COc2ccccc12)CC3CC3,2,10,0.5,0,10.1002/anie.201907840,ODH
6563,3399,CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)OC(c2ccccc2)c3ccccc3,2,10.5,0.5,0.01,10.1021/jacs.6b00406,ODH
6565,3400,CCC[C@H]1NCc2ccc(C)cc2[C@H]1F,2,10.8,0.8,0.05,10.1021/acs.orglett.7b02502,ODH
6567,3401,Fc1ccccc1[C@@H]2CN(CCO2)C(=O)OCc3ccccc3,2,10.8,1,0.1,10.1039/D1SC04288B,IE
6569,3402,CC(=O)N1[C@@H](c2ccccc2)c3n(c(Br)cc3Br)c4ccccc14,2,11,0.7,0.2,10.1002/adsc.201701450,IA
6571,3403,Cc1n(Cc2ccccc2)c3ccccc3c1[C@@H](C(=O)OCc4ccccc4)c5ccccc5Cl,2,11.2,0.7,0.1,10.1039/C6OB01516F,ASH
6573,3404,Fc1ccc2[C@H]3CCC(=C[C@H]3N(c2c1)[S](=O)(=O)C(F)(F)F)c4ccccc4,2,11.4,0.5,0.05,10.1021/jacs.1c07212,ADH
6576,3405,C[C@@]1(COc2ccc(F)cc12)Cc3ccccc3,2,10,0.5,0.01,10.1002/anie.201806372,IA
6578,3406,Cc1ccc2O[C@@](OC(=O)c2c1)(c3sccc3)C(F)(F)F,2,10,0.6,0.01,10.1038/ncomms15598,IC
6579,3407,OC[C@@](O)(CSc1sc2ccccc2n1)CC=C,2,11.9,1,0.2,10.1002/anie.201300188,ADH
6582,3408,CC(C)(C)OC(=O)[C@@]1(CCC(=N1)c2ccc3ccccc3c2)C\C=C\c4ccccc4,2,10,1,0.05,10.1021/acs.orglett.8b02902,IC3
6584,3409,CCC(=O)C(=C)[C@@H](c1cc(OC)cc(OC)c1)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C,2,10,0.5,0.03,10.1021/acscatal.7b00030,ADH
6586,3410,COc1cccc(c1)[C@@H](n2c3ccccc3c(c4ccccc4)c2c5ccccc5)c6ccc(NC(=O)C78CC9CC(CC(C9)C7)C8)cc6,2,10,1,0.1,10.1002/anie.201701947,IC
6590,3413,COc1ccc2c(c1)C(=O)N(C)[C@@]23C=CC(=O)c4ccccc34,2,10,0.7,0.2,10.1021/acscatal.1c05008,ADH
6592,3415,O[C@]1(Cc2ccccc2C1=O)[C@H](C=C)c3ccc(Br)cc3,2,19.2,1,0.2,10.1021/acs.orglett.7b02577,ADH
6597,3418,COc1ccc([C@@H](C)c2ccccc2)c(O[Si](C)(C)C)c1,2,10,1,0.03,10.1021/ja510980d,IC
6599,3419,Brc1ccc(cc1)[C@@]2(CCC(=O)O2)C(=O)OC(c3ccccc3)c4ccccc4,2,10,0.75,0.2,10.1002/chem.201501481,ODH
6600,3420,O[C@@H]/1CCCC1=C/c2ccccc2Cl,2,7.61,1,0.1,10.1021/acs.orglett.8b02591,ODH
6602,3421,COC(=O)C[C@]1(C(=O)N(C(=O)OC(C)(C)C)c2ccccc12)[C@]3(Cc4occc4)C(=O)Nc5ccccc35,2,7.8,1,0.2,10.31635/ccschem.020.202000443,IF
6604,3422,CC(C)(C)OC(=O)C[C@]1(C(=O)N(C(=O)OC(C)(C)C)c2ccccc12)[C@]3(C)C(=O)Nc4ccccc34,2,8,1,0.1,10.31635/ccschem.020.202000443,IB
6606,3423,Oc1ccc(cc1)[C@@]2(CCCCC2=O)c3cccc(c3)C(F)(F)F,2,8.2,1,0.1,10.1021/jacs.9b07514,ADH
6608,3424,CC1(C)OB(OC1(C)C)[C@@H](Cc2ccc(cc2)[N+]([O-])=O)N3CCOC3=O,2,8.4,1,0.2,10.1021/acscatal.9b04543.,ODH
6611,3426,CCCCC[C@@]1(CI)COc2cc(ccc12)C(=O)N3CCCCC3,2,8.9,0.8,0.2,10.1021/jacs.9b04332,ODH
6614,3427,Oc1ccccc1[C@@H](SCc2ccccc2)c3ccccc3,2,10,1,0.1,10.1055/s/0035/1560546,ADH
6616,3428,COc1cccc2c3ccccc3n([C@@H](c4ccccc4)c5ccc(NC(=O)C67CC8CC(CC(C8)C6)C7)cc5)c12,2,10,1,0.15,10.1002/anie.201701947,IC
6617,3429,C[C@@]1(CCOc2ccc(Cl)cc12)Cc3ccccc3,2,9.3,0.5,0.01,10.1002/anie.201907840,ASH
6620,3430,COc1ccc2O[C@@H](CO)COC(C)(C)c2c1,2,10,1,0.1,10.1021/acs.orglett.9b04244,ADH
6621,3431,CN1C(=O)[C@@]2(C=Cc3ccccc3C2=O)c4cc(C)ccc14,2,9.66,1,0.3,10.1002/chem.201501583,ADH
6624,3432,COC(=O)C[C@@H](O)Cc1ccccc1,2,10.01,1,0.1,10.1002/anie.201502860,ID
6626,3433,CC(C)Oc1ccccc1[C@@H](c2ccc(C)cc2)C(F)(F)F,2,10.01,0.4,0.01,10.1002/anie.202008262,ADH
6628,3434,O[C@@H](c1cccc(Cl)c1)C(=O)c2cccc(Cl)c2,2,10.02,1,0.1,10.1021/acs.orglett.0c01626,ODH
6629,3435,CC(=C)C[C@@]1(C)CC(=NO1)c2ccc(C)cc2,2,8.81,0.6,0.05,10.1002/anie.201912408,ODH
6631,3436,CCC[C@@H](Nc1ccccc1C(=O)OC)C=C,2,10.51,0.5,0,10.1021/acscatal.0c00712,OJH
6634,3437,C=C[C@@H]1N(S(=O)(C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C)=O)CCC3=C1NC4=C3C=C(C(C)C)C=C4,2,10.03,0.6,0.05,10.1002/anie.201709595,IA
6635,3438,CCOC(=O)n1c2C[C@H](C=O)[C@H](Cc2c3ccccc13)c4ccccc4,2,13.04,0.8,0.3,10.1039/C5SC01827G,ADH
6637,3439,COc1ccc(cc1)[S](=O)(=O)N2N=C(C[C@@]2(C)c3ccccc3)c4cccc(F)c4,2,18.11,1,0.4,10.1038/s41929/020/0460/y,IA
6640,3441,FC(F)(F)[C@@H]1NC1C(=O)c2ccc(cc2)c3ccccc3,2,6.922,1,0.15,10.1002/anie.201810253,ODH
6642,3442,CC(C)(C)N1[C@@H](C(=O)N(C1=O)C(C)(C)C)c2ccccc2Br,2,5.04,1,0.01,10.1021/jacs.7b12628,ADH
6644,3443,CC(C)[C@@H](C)CC(O)=O,2,8.76,1,0.1,10.1039/C6SC03764J,ADH
6646,3444,Cc1ccc(cc1)N2N=C(C)[C@@](C\C=C\c3ccccc3)(Cc4ccc5ccccc5c4)C2=O,2,16.687,1,0.3,10.1021/jacs.6b08236,ODH
6649,3445,CC(=O)c1cccc(C[C@@H]2CCON2C(=O)OC(C)(C)C)c1,2,10.045,0.8,0.1,10.1039/D1SC01337H,ADH
6650,3446,CCOC(=O)N1[C@H]2CC(=C/N(c3ccccc3)[S](=O)(=O)c4ccc(C)cc4)/[C@H](C=C2c5cc(Br)ccc15)c6ccccc6,2,13.55,0.8,0.3,10.1039/C5SC01827G,ADH
6654,3448,CC(=O)C1=C(Cc2ccc(F)cc2)ON(Cc3c(C)cc(C)cc3C)[C@@H]1c4ccccc4,2,10.053,0.8,0.05,10.1021/acs.orglett.6b01737,IC
6657,3450,CCOC(=O)C[C@@H](O)c1cccc(C)c1,2,10.06,1,0.1,10.1002/anie.201105780,ODH
6658,3451,COC(=O)[C@@H]1CCc2cc(F)ccc2O1,2,8.63,1,0.15,10.1002/anie.201209455,ADH
6663,3454,Cc1ccc(cc1)[C@@H](C#Cc2ccccc2)c3cccc4ccccc34,2,10.07,0.8,0.005,10.1021/jacs.1c09742,ADH
6664,3455,CCOC(=O)C1(C[C@H]([C@H](N1)c2ccc(cc2)[N+]([O-])=O)C(=O)OC)C(=O)OCC,2,21.83,1,0.2,10.1021/ol400983j,IA
6666,3456,CC[C@@H](\C=C\c1ccccc1)c2cccc(C)c2,2,8.64,1,0.01,10.1021/jacs.2c00957,OJ3
6669,3457,CC[C@@](C(=C)B1OC(C)(C)C(C)(C)O1)(C(=O)c2ccc(C)c(I)c2)c3ccccc3,2,10.09,0.5,0.03,10.1021/acscatal.9b02080,IE
6671,3458,CC[C@@](C(=C)B1OC(C)(C)C(C)(C)O1)(C(=O)c2ccc(cc2)C(C)(C)C)c3ccccc3,2,10.09,0.5,0.03,10.1021/acscatal.9b02080,IE
6673,3459,CC[C@@](C(=C)B1OC(C)(C)C(C)(C)O1)(C(=O)c2ccc(cc2)C(C)(C)C)c3ccc(Br)cc3,2,10.09,0.5,0.1,10.1021/acscatal.9b02080,IE
6674,3460,CCOC(=O)[C@@H](C)Oc1ccccc1,2,5.62,1,0.1,10.1021/ja074729k,ODH
6678,3463,Cc1cc2OC[C@@](C)(Cc3ccccc3)c2cc1C,2,10.6,0.5,0.01,10.1002/anie.201806372,IE
6680,3464,Cc1ccccc1[C@@H]2CCCC(=O)C2,2,10.7,0.6,0.4,10.1016/j.tetlet.2016.03.072,ASH
6683,3465,FC(F)(F)[C@@H](Nc1ccc(cc1)C(F)(F)F)C#Cc2ccccc2,2,10.1,0.8,0.05,10.1021/acs.orglett.6b02283,ADH
6684,3466,CC[C@@H](C#Cc1ccc(cc1)C(=O)OC)c2ccccc2,2,11.31,0.5,0.03,10.1002/anie.202006317,IA
6687,3467,CC(=O)[C@@H]1CCc2ccccc2N1,2,10.1,0.7,0.3,10.1021/acs.orglett.1c03430,ASH
6688,3468,CC1(C)OC[C@@H](CO)Oc2ccc(Br)cc12,2,11.4,1,0.05,10.1021/acs.orglett.9b04244,ODH
6691,3469,FC(F)(F)[C@@H](Nc1ccc(Cl)cc1)C#Cc2ccccc2,2,10.1,0.8,0.05,10.1021/acs.orglett.6b02283,ADH
6693,3471,CC1(C)OC[C@@H](CO)Oc2ccc(F)cc12,2,11.9,1,0.05,10.1021/acs.orglett.9b04244,ODH
